ACCIDENT_NO,LATITUDE,LONGITUDE,LOCATION
T20220013593,-37.753138,145.045708,BANYULE
T20220013553,-37.028984,145.144251,MITCHELL
T20220013568,-36.525045,144.140394,LODDON
T20220013596,-36.113078,146.860967,WODONGA
T20220013628,-37.816037,144.955568,MELBOURNE
T20220014053,-37.778044,144.960234,MELBOURNE
T20220013601,-37.682746,145.013412,WHITTLESEA
T20220013579,-38.209101,145.924098,BAW BAW
T20220013551,-37.771617,144.94957,MERRI-BEK
T20220013609,-37.374456,144.35058,HEPBURN
T20220013902,-37.734713,144.896381,MOONEE VALLEY
T20220014246,-38.0019,145.236754,GREATER DANDENONG
T20220013686,-38.157353,144.359384,GREATER GEELONG
T20220013835,-38.049644,145.343412,CASEY
T20220013691,-38.179477,144.371948,GREATER GEELONG
T20220013692,-38.19355,144.48069,GREATER GEELONG
T20220013693,-38.177304,144.294864,GREATER GEELONG
T20220013694,-37.766857,145.044699,BANYULE
T20220027086,-37.751785,144.915475,MOONEE VALLEY
T20220013699,-37.633992,144.993626,WHITTLESEA
T20220013701,-38.228319,146.460713,LATROBE
T20220013704,-37.813362,144.971155,MELBOURNE
T20220013705,-37.887273,145.046129,GLEN EIRA
T20220013707,-38.367453,144.889231,MORNINGTON PENINSULA
T20220013708,-36.722969,144.266326,GREATER BENDIGO
T20220013709,-38.136477,145.857488,BAW BAW
T20220013712,-37.825455,144.883803,HOBSONS BAY
T20220013716,-37.733614,148.435473,EAST GIPPSLAND
T20220013719,-37.705849,144.918274,MERRI-BEK
T20220013720,-37.851404,145.143429,WHITEHORSE
T20220013725,-37.779948,148.539246,EAST GIPPSLAND
T20220013726,-37.826213,144.946499,MELBOURNE
T20220014401,-36.373715,146.288636,WANGARATTA
T20220014524,-37.803576,145.117462,WHITEHORSE
T20220014154,-38.031312,145.347887,CASEY
T20220014087,-36.197712,146.619592,INDIGO
T20220014691,-37.808722,144.978587,MELBOURNE
T20220013763,-38.181783,144.347779,GREATER GEELONG
T20220013765,-38.130307,144.350276,GREATER GEELONG
T20220014692,-37.88035,145.030163,GLEN EIRA
T20220014132,-38.213034,144.535616,GREATER GEELONG
T20220013810,-37.833641,145.163357,WHITEHORSE
T20230015833,-38.068023,147.073802,WELLINGTON
T20220014633,-37.773494,144.954711,MERRI-BEK
T20220015918,-37.87975,145.268109,KNOX
T20220025255,-37.721302,144.921379,MERRI-BEK
T20220013638,-37.851035,144.984137,PORT PHILLIP
T20220015294,-36.804742,144.302399,GREATER BENDIGO
T20220013962,-37.774382,145.018898,DAREBIN
T20220013645,-37.898786,145.045033,GLEN EIRA
T20220013651,-36.40469,145.408415,GREATER SHEPPARTON
T20220013652,-37.745284,147.760482,EAST GIPPSLAND
T20220013658,-38.117657,145.610783,CARDINIA
T20220014012,-37.805824,144.819024,BRIMBANK
T20220013663,-37.431329,143.97342,HEPBURN
T20220013669,-38.202259,142.653876,MOYNE
T20220013675,-37.040335,145.19305,MITCHELL
T20220015188,-37.863785,144.98557,PORT PHILLIP
T20220013676,-38.159077,146.726363,WELLINGTON
T20220013679,-37.921229,145.181036,MONASH
T20220013681,-37.91895,145.042409,GLEN EIRA
T20220013995,-36.412626,146.270106,WANGARATTA
T20220015806,-37.648183,144.897622,HUME
T20220013766,-37.745628,144.971159,MERRI-BEK
T20220013770,-37.749343,145.36506,YARRA RANGES
T20220013771,-37.886155,144.654833,WYNDHAM
T20220013773,-37.876844,145.075641,STONNINGTON
T20220013774,-37.824532,147.626033,EAST GIPPSLAND
T20220013898,-37.807395,145.963067,BAW BAW
T20220013776,-38.335097,143.353515,CORANGAMITE
T20220013779,-38.071797,145.195216,GREATER DANDENONG
T20220013782,-37.885131,145.283039,KNOX
T20220013783,-37.966929,145.189453,GREATER DANDENONG
T20220013785,-37.966706,145.234361,CASEY
T20220013786,-38.089918,144.354521,GREATER GEELONG
T20220013787,-37.887938,145.051462,GLEN EIRA
T20220013744,-36.720182,144.281019,GREATER BENDIGO
T20220013793,-37.636962,145.021858,WHITTLESEA
T20220015788,-37.762447,145.11099,MANNINGHAM
T20220016626,-38.054896,145.301105,CASEY
T20220013842,-38.097895,145.195335,FRANKSTON
T20220014608,-38.152805,144.372398,GREATER GEELONG
T20220013731,-37.72265,145.145621,NILLUMBIK
T20220013733,-37.780599,144.970322,YARRA
T20220013736,-37.372632,144.997561,MITCHELL
T20220013803,-38.005848,145.082528,KINGSTON
T20220013983,-38.084028,144.358393,GREATER GEELONG
T20220019806,-38.161889,144.404694,GREATER GEELONG
T20220014732,-37.787401,145.129322,MANNINGHAM
T20220013742,-37.999234,145.091524,KINGSTON
T20220013743,-34.188247,142.148753,MILDURA
T20220013830,-37.789629,145.310038,YARRA RANGES
T20220013745,-37.893239,145.135661,MONASH
T20220013825,-37.732523,144.964714,MERRI-BEK
T20220013748,-38.159095,144.350573,GREATER GEELONG
T20220013751,-37.80372,145.189701,MANNINGHAM
T20220013753,-37.769769,148.058775,EAST GIPPSLAND
T20220013754,-37.341163,144.73887,MACEDON RANGES
T20220013755,-37.21732,145.63811,MURRINDINDI
T20220021178,-37.77266,144.907204,MOONEE VALLEY
T20220013761,-37.802157,145.310451,YARRA RANGES
T20220013762,-36.726473,146.95862,ALPINE
T20220013792,-36.408938,145.393306,GREATER SHEPPARTON
T20220013869,-37.968819,145.196679,GREATER DANDENONG
T20220013871,-37.701084,144.839372,HUME
T20220013874,-37.951842,146.447294,BAW BAW
T20220013892,-38.260653,145.189774,MORNINGTON PENINSULA
T20220013911,-38.318223,146.458427,LATROBE
T20220014513,-37.240143,144.619163,MACEDON RANGES
T20220014542,-37.658643,145.009827,WHITTLESEA
T20220015733,-37.753251,145.696911,YARRA RANGES
T20220018406,-37.194289,141.583827,SOUTHERN GRAMPIANS
T20220019897,-37.741648,144.520983,MELTON
T20220020874,-37.793436,145.064,BOROONDARA
T20220020374,-36.792895,144.26423,GREATER BENDIGO
T20230007966,-37.843737,144.994764,STONNINGTON
T20220013799,-37.412873,143.092806,ARARAT
T20220013809,-38.114511,145.293614,CASEY
T20220013813,-37.729262,144.811032,BRIMBANK
T20220013815,-37.837395,145.034703,BOROONDARA
T20220013817,-37.828182,144.922542,MELBOURNE
T20220013818,-36.435926,146.870208,INDIGO
T20220013823,-38.33987,143.366162,CORANGAMITE
T20220013826,-38.339501,145.175369,MORNINGTON PENINSULA
T20220013827,-37.974294,145.210287,GREATER DANDENONG
T20220013836,-38.670885,145.65632,BASS COAST
T20220013837,-38.605402,145.597669,BASS COAST
T20220013839,-36.816863,144.263511,GREATER BENDIGO
T20220013840,-36.359259,146.315492,WANGARATTA
T20220013845,-37.933939,145.033497,BAYSIDE
T20220013846,-37.568189,144.720141,HUME
T20220013849,-37.704806,144.911595,MERRI-BEK
T20220013854,-37.781062,145.620423,YARRA RANGES
T20220013855,-37.78032,145.534583,YARRA RANGES
T20220013863,-38.145191,144.335497,GREATER GEELONG
T20220013866,-38.151725,144.351973,GREATER GEELONG
T20220013919,-37.636687,144.91867,HUME
T20220013924,-36.704657,142.189512,HORSHAM
T20220014136,-37.758764,144.992942,DAREBIN
T20220013927,-37.673208,144.547062,MELTON
T20220013928,-38.136714,145.30126,CASEY
T20220013888,-38.056533,145.389382,CARDINIA
T20220013932,-37.865164,145.285466,KNOX
T20220013933,-38.077152,144.358261,GREATER GEELONG
T20220013934,-38.542838,145.459984,BASS COAST
T20220014551,-36.375049,145.400564,GREATER SHEPPARTON
T20220013903,-37.80808,144.723387,WYNDHAM
T20220013938,-37.99979,145.180835,GREATER DANDENONG
T20220013877,-37.801012,145.272974,MAROONDAH
T20220013984,-37.603419,144.94641,HUME
T20220013942,-37.878354,145.067779,STONNINGTON
T20220013943,-37.835796,144.959608,PORT PHILLIP
T20220013944,-37.731092,145.014541,DAREBIN
T20220013894,-37.692068,144.744205,MELTON
T20220015166,-37.735811,144.981473,MERRI-BEK
T20220014057,-38.02644,144.428993,GREATER GEELONG
T20220013956,-37.545815,144.944759,HUME
T20220015571,-37.969855,145.092247,KINGSTON
T20220013889,-37.807533,147.63802,EAST GIPPSLAND
T20220013875,-37.847347,145.003343,STONNINGTON
T20220018266,-38.071287,145.477799,CARDINIA
T20220013963,-37.757542,144.93539,MERRI-BEK
T20220014570,-37.853224,145.04214,STONNINGTON
T20220013893,-37.904281,144.658552,WYNDHAM
T20220014008,-37.836215,144.708802,WYNDHAM
T20220014146,-37.774977,144.796827,BRIMBANK
T20220013896,-38.16158,145.953497,BAW BAW
T20220014024,-38.043592,145.140828,KINGSTON
T20220014607,-37.696526,144.544558,MELTON
T20220013887,-37.978367,145.035942,BAYSIDE
T20220016143,-37.744487,144.910024,MOONEE VALLEY
T20220013958,-38.223765,146.46705,LATROBE
T20220014702,-37.874296,145.166829,MONASH
T20220013971,-38.162229,145.873474,BAW BAW
T20220014476,-37.723784,144.844457,BRIMBANK
T20220013974,-34.211634,142.100695,MILDURA
T20220013981,-36.758367,144.268133,GREATER BENDIGO
T20220013985,-37.651728,145.109552,NILLUMBIK
T20220015483,-37.701295,145.10284,BANYULE
T20220013986,-36.246183,142.394885,YARRIAMBIACK
T20220014658,-37.781991,145.425684,YARRA RANGES
T20220013992,-37.668148,145.529371,YARRA RANGES
T20220014019,-37.800547,144.906354,MARIBYRNONG
T20220013994,-37.686761,144.435404,MOORABOOL
T20220013997,-38.106881,146.89875,WELLINGTON
T20220014239,-37.995917,145.306828,CASEY
T20220014001,-38.179504,144.372843,GREATER GEELONG
T20220014005,-36.549639,144.140437,LODDON
T20220014598,-37.364784,144.744729,MACEDON RANGES
T20220014042,-37.789962,144.819603,BRIMBANK
T20220014021,-35.733844,143.900054,GANNAWARRA
T20220014022,-38.00867,145.115552,KINGSTON
T20220014222,-37.918893,145.171828,MONASH
T20220014025,-37.890346,145.021317,GLEN EIRA
T20220014028,-37.876806,145.222281,KNOX
T20220014030,-38.071393,144.227516,GOLDEN PLAINS
T20220014035,-34.218247,142.1917,MILDURA
T20220014036,-37.875557,145.042104,GLEN EIRA
T20220014039,-38.088171,145.323486,CASEY
T20220014041,-37.800436,144.999038,YARRA
T20220014043,-37.96543,144.406513,GREATER GEELONG
T20220014051,-37.604322,145.628877,YARRA RANGES
T20220014454,-37.744628,144.910082,MOONEE VALLEY
T20220015746,-37.83332,144.8088,WYNDHAM
T20220023394,-37.834926,145.17268,WHITEHORSE
T20220013970,-37.832652,145.001442,YARRA
T20220015043,-37.916387,145.169783,MONASH
T20220014256,-37.667251,144.954793,HUME
T20220016222,-37.783793,144.890917,MARIBYRNONG
T20220014939,-38.235328,145.151369,MORNINGTON PENINSULA
T20220016223,-37.689004,144.952343,HUME
T20220019587,-37.909807,144.677418,WYNDHAM
T20220014113,-37.702152,144.890329,HUME
T20220015923,-37.909747,145.103752,MONASH
T20220014063,-36.919357,144.706022,GREATER BENDIGO
T20220014924,-37.863692,145.01442,GLEN EIRA
T20220014245,-37.820152,144.655911,WYNDHAM
T20220014066,-37.748685,144.912846,MOONEE VALLEY
T20220014067,-37.746151,144.91242,MOONEE VALLEY
T20220015278,-38.013409,145.205751,GREATER DANDENONG
T20220014076,-37.722155,144.929139,MERRI-BEK
T20220016074,-38.035514,145.245943,GREATER DANDENONG
T20220014080,-37.892518,145.126308,MONASH
T20220014084,-37.697394,144.930786,MERRI-BEK
T20220014049,-37.651004,144.952668,HUME
T20220014086,-38.213489,142.131531,MOYNE
T20230010177,-36.381623,145.397716,GREATER SHEPPARTON
T20220014089,-37.794601,145.083802,BOROONDARA
T20220014064,-37.906341,147.722178,EAST GIPPSLAND
T20220014094,-37.907517,145.069022,GLEN EIRA
T20220014095,-37.883436,145.27423,KNOX
T20220014096,-37.681851,144.999013,WHITTLESEA
T20220014217,-37.868494,145.031296,GLEN EIRA
T20220014100,-36.207294,144.616936,CAMPASPE
T20220014101,-37.59392,144.910069,HUME
T20220014102,-37.717943,144.892244,MOONEE VALLEY
T20220014103,-37.69183,144.954861,HUME
T20220014104,-37.738479,144.970081,MERRI-BEK
T20220014107,-37.694535,144.919295,HUME
T20220014108,-37.962919,145.156407,GREATER DANDENONG
T20220014110,-37.532623,143.81652,BALLARAT
T20220014090,-37.972507,145.236129,CASEY
T20220015993,-37.800207,144.903424,MARIBYRNONG
T20220015517,-37.791474,144.979628,YARRA
T20220017473,-37.75083,144.778222,BRIMBANK
T20220016576,-37.880009,145.284613,KNOX
T20220015290,-37.921762,145.139109,MONASH
T20220014126,-38.042319,145.118128,KINGSTON
T20220014127,-37.974826,145.258084,CASEY
T20220014130,-37.674563,145.017116,WHITTLESEA
T20220014140,-38.19614,146.536758,LATROBE
T20220017118,-37.817289,144.882614,MARIBYRNONG
T20220014144,-37.826261,145.044327,BOROONDARA
T20220014147,-37.776522,144.970953,MERRI-BEK
T20220014149,-37.558077,143.891872,BALLARAT
T20220014151,-38.139812,144.340038,GREATER GEELONG
T20220014152,-37.775394,145.116902,MANNINGHAM
T20220014153,-37.784063,144.827481,BRIMBANK
T20220014460,-37.776415,144.95479,MERRI-BEK
T20220014158,-37.83217,145.269372,MAROONDAH
T20220014161,-37.640489,145.026563,WHITTLESEA
T20220014162,-36.372618,145.222864,GREATER SHEPPARTON
T20220014164,-37.990858,145.198652,GREATER DANDENONG
T20220014165,-37.737781,144.809536,BRIMBANK
T20220014167,-37.277351,142.920262,ARARAT
T20220014168,-38.266476,144.533689,GREATER GEELONG
T20220014172,-37.704951,144.963939,MERRI-BEK
T20220014173,-37.672891,144.596854,MELTON
T20220014175,-37.992091,145.092868,KINGSTON
T20220014177,-36.064642,145.203896,MOIRA
T20220014178,-37.711773,145.04766,DAREBIN
T20220014179,-37.788598,144.883094,MARIBYRNONG
T20220014180,-37.922378,145.176492,MONASH
T20220014181,-37.904902,145.04661,GLEN EIRA
T20220014182,-37.72495,145.024844,DAREBIN
T20220014184,-37.811891,144.9636,MELBOURNE
T20220014186,-37.888661,145.29538,KNOX
T20220014191,-37.709068,145.050762,DAREBIN
T20220014212,-37.828426,144.957373,MELBOURNE
T20220014229,-38.181028,144.35575,GREATER GEELONG
T20220014451,-37.927607,145.081725,GLEN EIRA
T20220019665,-37.682517,145.120308,NILLUMBIK
T20220014282,-37.69133,144.96613,HUME
T20220020034,-38.388271,142.48864,WARRNAMBOOL
T20220015118,-37.967661,145.07414,KINGSTON
T20220014328,-37.812215,145.227336,MAROONDAH
T20220014211,-37.984206,145.214695,GREATER DANDENONG
T20220018033,-36.793838,144.23784,GREATER BENDIGO
T20220014264,-37.864246,145.02803,STONNINGTON
T20220014265,-37.866852,144.990629,PORT PHILLIP
T20220014218,-37.94735,145.206968,GREATER DANDENONG
T20220014220,-37.774334,145.018465,DAREBIN
T20220014266,-37.686489,144.877748,HUME
T20220014195,-38.169993,144.389718,GREATER GEELONG
T20220014225,-38.332531,144.321499,SURF COAST
T20220014227,-37.951194,145.160173,GREATER DANDENONG
T20220014228,-37.82559,144.829441,HOBSONS BAY
T20220014268,-37.77587,145.018648,DAREBIN
T20220014231,-37.833483,144.991141,STONNINGTON
T20220017200,-36.388183,145.313469,GREATER SHEPPARTON
T20220014441,-37.733753,144.959332,MERRI-BEK
T20220014269,-37.664395,144.927439,HUME
T20220014270,-37.828135,145.136718,WHITEHORSE
T20220014276,-38.00235,145.274202,CASEY
T20220014243,-37.767198,144.753297,MELTON
T20220014244,-36.759633,144.317567,GREATER BENDIGO
T20220014699,-38.311597,143.720791,COLAC OTWAY
T20220014278,-37.831084,144.916626,MELBOURNE
T20220014251,-37.248378,147.712388,EAST GIPPSLAND
T20220014280,-37.573378,144.915849,HUME
T20220015801,-37.702526,145.084161,BANYULE
T20220014196,-37.809611,144.991371,YARRA
T20220014283,-38.295847,147.03431,WELLINGTON
T20220014260,-37.690663,144.972651,HUME
T20220015744,-37.79599,144.967756,MELBOURNE
T20220014288,-37.91745,145.051418,GLEN EIRA
T20220014543,-37.839437,144.747083,WYNDHAM
T20220014208,-38.033213,145.951264,BAW BAW
T20220014331,-37.780558,144.91471,MELBOURNE
T20220014339,-38.148074,145.197789,FRANKSTON
T20220017475,-37.815826,145.220482,MAROONDAH
T20220018309,-37.827485,144.925185,MELBOURNE
T20230000253,-37.800133,144.893132,MARIBYRNONG
T20220014735,-37.859879,145.006644,PORT PHILLIP
T20220014440,-37.157641,142.15372,SOUTHERN GRAMPIANS
T20220015630,-38.112716,145.280757,CASEY
T20220017840,-36.13333,144.728827,CAMPASPE
T20220014287,-37.744106,144.798891,BRIMBANK
T20220014562,-38.043986,145.341401,CASEY
T20220014290,-38.108369,145.179704,FRANKSTON
T20220014291,-37.087745,144.837243,MITCHELL
T20220014293,-37.736019,144.889043,MOONEE VALLEY
T20220014295,-37.827859,147.621732,EAST GIPPSLAND
T20220014301,-38.335744,143.560331,COLAC OTWAY
T20220014302,-37.829207,145.201203,WHITEHORSE
T20220014304,-37.728055,144.797396,BRIMBANK
T20220014307,-37.253713,144.136974,HEPBURN
T20220014308,-34.166511,142.058925,MILDURA
T20220014309,-38.268739,144.610913,GREATER GEELONG
T20220014436,-37.873818,145.03824,GLEN EIRA
T20220014312,-38.119764,145.306634,CASEY
T20220014313,-37.285969,144.777244,MACEDON RANGES
T20220014314,-37.830229,145.27509,MAROONDAH
T20220014315,-37.785098,144.867699,MARIBYRNONG
T20220016042,-37.472208,144.674988,MACEDON RANGES
T20220014317,-37.711754,145.047687,DAREBIN
T20220014318,-38.142747,144.357329,GREATER GEELONG
T20220014320,-37.898209,144.658839,WYNDHAM
T20220016606,-37.809611,144.991371,YARRA
T20220014385,-38.029377,145.132035,KINGSTON
T20220014324,-37.581882,143.83741,BALLARAT
T20220014326,-37.656832,145.509089,YARRA RANGES
T20220016566,-37.859699,145.207204,KNOX
T20220017464,-37.883703,144.632319,WYNDHAM
T20220014333,-37.818345,144.962227,MELBOURNE
T20220014335,-37.990955,145.144739,GREATER DANDENONG
T20220014370,-37.868426,144.665602,WYNDHAM
T20220014341,-37.761429,145.310589,YARRA RANGES
T20220014342,-37.756737,145.359332,YARRA RANGES
T20220014343,-37.86427,145.000415,PORT PHILLIP
T20220014344,-38.008869,145.278506,CASEY
T20220014345,-37.733884,144.86386,MOONEE VALLEY
T20220014349,-38.117443,145.155851,FRANKSTON
T20220014352,-38.084116,145.174619,FRANKSTON
T20220014353,-37.600636,145.095735,WHITTLESEA
T20220014379,-38.213725,146.189484,BAW BAW
T20220014368,-37.884559,145.067247,STONNINGTON
T20220014358,-37.875553,144.796428,HOBSONS BAY
T20220014310,-37.737445,144.998716,DAREBIN
T20220014356,-37.770311,144.796307,BRIMBANK
T20220014360,-36.139704,144.742522,CAMPASPE
T20220014361,-37.960555,145.137066,GREATER DANDENONG
T20220014362,-38.20495,144.340641,GREATER GEELONG
T20220014369,-37.867098,144.600167,WYNDHAM
T20220014371,-37.844734,144.788766,HOBSONS BAY
T20220014376,-37.79894,147.446424,EAST GIPPSLAND
T20220014386,-37.832954,144.99669,YARRA
T20220014388,-36.638572,142.259481,HORSHAM
T20220014389,-38.195876,146.53399,LATROBE
T20220014390,-37.787963,144.92767,MELBOURNE
T20220014394,-37.810869,145.003658,YARRA
T20220014396,-37.881521,147.964347,EAST GIPPSLAND
T20220014397,-38.157358,144.379868,GREATER GEELONG
T20220014403,-37.754433,145.020618,DAREBIN
T20220014406,-36.130127,141.479603,HINDMARSH
T20220014408,-36.398704,145.031955,CAMPASPE
T20220014412,-38.008622,145.278452,CASEY
T20220014415,-37.749739,145.199173,MANNINGHAM
T20220014416,-37.91659,145.023234,BAYSIDE
T20220014417,-37.829663,145.096584,BOROONDARA
T20220014418,-37.687147,145.002347,WHITTLESEA
T20220015104,-37.993449,146.321693,BAW BAW
T20220014475,-37.820894,144.948881,MELBOURNE
T20220014539,-37.802697,144.974076,MELBOURNE
T20230019764,-37.809365,144.9845,MELBOURNE
T20220014922,-36.417015,146.24519,WANGARATTA
T20220016278,-36.765197,144.198167,GREATER BENDIGO
T20220020816,-37.816813,144.994838,YARRA
T20220014430,-37.8566,145.248534,KNOX
T20220014517,-38.095101,144.355965,GREATER GEELONG
T20220029322,-35.342871,143.529742,SWAN HILL
T20220014434,-37.764628,145.012267,DAREBIN
T20220015011,-37.725259,145.210775,NILLUMBIK
T20220014439,-37.701392,145.225856,NILLUMBIK
T20220014425,-38.009489,145.12223,KINGSTON
T20220014428,-37.764828,144.943766,MERRI-BEK
T20220014443,-37.58929,144.941556,HUME
T20220014832,-37.703168,145.089827,BANYULE
T20220014446,-38.360844,144.891532,MORNINGTON PENINSULA
T20220014448,-37.559277,143.864458,BALLARAT
T20220014450,-35.375909,143.562275,SWAN HILL
T20220015677,-37.718186,144.975303,MERRI-BEK
T20220014426,-38.176161,144.369527,GREATER GEELONG
T20220020952,-38.339983,146.32145,LATROBE
T20220014462,-38.070811,145.492859,CARDINIA
T20220014467,-38.193391,145.217135,FRANKSTON
T20220014540,-37.885869,145.104158,MONASH
T20220017108,-37.768657,144.960185,MERRI-BEK
T20220015237,-37.84205,144.959147,PORT PHILLIP
T20220014479,-38.348434,141.604453,GLENELG
T20220014484,-37.745388,144.809543,BRIMBANK
T20220014485,-38.150653,144.356352,GREATER GEELONG
T20220014487,-37.788348,144.93124,MOONEE VALLEY
T20220016008,-37.039178,143.740806,CENTRAL GOLDFIELDS
T20220014489,-36.72079,144.304265,GREATER BENDIGO
T20220014491,-38.500567,145.951912,SOUTH GIPPSLAND
T20220014492,-37.644515,145.026324,WHITTLESEA
T20220014497,-37.780748,145.148013,MANNINGHAM
T20220014498,-37.747416,144.925063,MOONEE VALLEY
T20220014500,-37.578081,143.752884,BALLARAT
T20220014501,-37.642651,143.886061,BALLARAT
T20220015609,-37.653072,144.945138,HUME
T20220014505,-37.923881,145.201584,MONASH
T20220014547,-37.878367,143.739595,GOLDEN PLAINS
T20220023725,-38.087499,145.364291,CASEY
T20220014550,-37.779476,145.078695,BOROONDARA
